User_Name,followers_Count,Likes,Retweets,Reply,Impression,Text,Label,hashtags,Lemma,Porterstemmer,Snowballstemmer
Nebraska Bowling,2917,30,7,0,4304,"The battle at home begins today ‼️‼️

📍: Hollywood bowl, Lincoln, NE. 
⏰: 9:00 am (CST) 
💻: https://t.co/kygx4mfAGl

#stormnation #Turbo #GBR #HuskerBowling #adidas #MagnumBowlingProducts  #immortalizeyourgame https://t.co/6RfwnQFiAp",Adidas,stormnation turbo gbr huskerbowling adidas magnumbowlingproducts immortalizeyourgame,battle home begin today hollywood bowl lincoln ne cst,battl home begin today hollywood bowl lincoln ne cst,battl home begin today hollywood bowl lincoln ne cst
FORTUNE,2365681,5,4,0,6169,"👟 With eyes on Nike and Adidas, New Balance’s CEO has plans to double in size. https://t.co/4svWquNCuS",Adidas,,eye nike adidas new balance ceo plan double size,eye nike adida new balanc ceo plan doubl size,eye nike adida new balanc ceo plan doubl size
Fibre2Fashion,60291,1,0,0,111,"Inspired by a nineties #football era, the @adidas range dives into some of each team’s memorable football moments from the period while unlocking retro stylish looks that blur the lines between football performance and streetwear culture.

https://t.co/pgauz69Fby",Adidas,football,inspired ninety era range dive team memorable football moment period unlocking retro stylish look blur line football performance streetwear culture,inspir nineti era rang dive team memor footbal moment period unlock retro stylish look blur line footbal perform streetwear cultur,inspir nineti era rang dive team memor footbal moment period unlock retro stylish look blur line footbal perform streetwear cultur
Hype,20624,11,2,1,1107,"gm, here's the weekly news recap:

📈 NFT sales volume hit $2B in Feb
👟 adidas eyeing token-gated drops
☕️ Starbucks' NFT loyalty program poised for success
🔶 Binance sells out 10K AI-generated NFTs in 2.5hrs
🤔 Brands are getting smarter about mentioning 'Web3'

Read on 👇 https://t.co/7skuTx0vL7",Adidas,,gm weekly news recap nft sale volume hit feb adidas eyeing token gated drop starbucks nft loyalty program poised success binance sell ai generated nfts brand getting smarter mentioning read,gm weekli news recap nft sale volum hit feb adida eye token gate drop starbuck nft loyalti program pois success binanc sell ai gener nft brand get smarter mention read,gm week news recap nft sale volum hit feb adida eye token gate drop starbuck nft loyalti program pois success binanc sell ai generat nfts brand get smarter mention read
atmos,114776,42,5,0,17660,"- 𝟮𝟬𝟮𝟯.𝟬𝟯.𝟬𝟳 𝗥𝗲𝗹𝗲𝗮𝘀𝗲 - 

■ adidas SAMBA OG
b75806
￥15,400-(tax included)

■ adidas SAMBA OG
b75807
￥15,400-(tax included)

#adidas #アディダス 
#スニーカー https://t.co/y1blebcE0t",Adidas,adidas アディダス スニーカー,adidas samba og tax included adidas samba og tax included,adida samba og tax includ adida samba og tax includ,adida samba og tax includ adida samba og tax includ
Fat Kid Deals,661029,6,0,0,7911,"6-Pack adidas Socks for $12! (Retail $20)

https://t.co/mJPepEk0jj https://t.co/LX2qzPBC2H",Adidas,,pack adidas sock retail,pack adida sock retail,pack adida sock retail
American Golf,40126,4,0,1,2348,"Meet the @adidasGolf ZG23. Lightweight reinvented.
                       
We’ve redefined lightweight performance. Power up your game with the impossibly light feel and winning focus of ZG23.
               
Shop instore or online at AG 👉 https://t.co/uIIlFgoo3y
#AmericanGolf https://t.co/cAZeGTlPLY",Adidas,americangolf,meet lightweight reinvented weve redefined lightweight performance power game impossibly light feel winning focus shop instore online ag,meet lightweight reinvent weve redefin lightweight perform power game imposs light feel win focu shop instor onlin ag,meet lightweight reinvent weve redefin lightweight perform power game imposs light feel win focus shop instor onlin ag
CNBC,5096166,33,8,9,23468,Ex-basketball star thought Nike and Adidas weren't doing enough for Black people—so he built a $30 million competitor. (via @CNBCMakeIt) https://t.co/kuWkAPoLqk,Adidas,,ex basketball star thought nike adidas enough black peopleso built million competitor via,ex basketbal star thought nike adida enough black peopleso built million competitor via,ex basketbal star thought nike adida enough black peopleso built million competitor via
Slickdeals,226410,0,0,0,6577,"adidas Men's Ultraboost 22 Gore-Tex (Various Colors) $85 + Free Shipping https://t.co/Fv1VKHsFEg 
*Slickdeals may get paid by brands or deals.",Adidas,,adidas men ultraboost gore tex various color free shipping slickdeals may get paid brand deal,adida men ultraboost gore tex variou color free ship slickdeal may get paid brand deal,adida men ultraboost gore tex various color free ship slickdeal may get paid brand deal
Man Savings,108731,104,3,3,30376,"Morning all….Happy Friday ☕️🙌

Adidas Indoor Super (2017)
📸 captaincp21 Insta https://t.co/YCCndFyDzO",Adidas,,morning happy friday adidas indoor super insta,morn happi friday adida indoor super insta,morn happi friday adida indoor super insta
CNBC Make It,89004,2,1,1,877,Ex-basketball star thought Nike and Adidas weren't doing enough for Black people—so he built a $30 million competitor https://t.co/P15k302y1r,Adidas,,ex basketball star thought nike adidas enough black peopleso built million competitor,ex basketbal star thought nike adida enough black peopleso built million competitor,ex basketbal star thought nike adida enough black peopleso built million competitor
月本えり,4607,0,0,0,100,"2023 adidas Golf APAC invitational.
⁦@adidasGolf⁩  https://t.co/Sh0Yj7SFZm",Adidas,,adidas golf apac invitational,adida golf apac invit,adida golf apac invit
Shopee Malaysia,93403,1,1,0,2393,"Good kicks take you places 👟 Grab up to 50% Off Storewide* + Buy 3 and get extra 40% Off when you purchase from Adidas today during our 3.3 Mega Shopping Sale! ✨

If you’ve got a sneaker addiction, then hurry up and click on this link now: https://t.co/CyoQ6xlTBi

#ShopeeMY https://t.co/9WMQ7ZbySt",Adidas,shopeemy,good kick take place grab storewide buy get extra purchase adidas today mega shopping sale youve got sneaker addiction hurry click link,good kick take place grab storewid buy get extra purchas adida today mega shop sale youv got sneaker addict hurri click link,good kick take place grab storewid buy get extra purchas adida today mega shop sale youv got sneaker addict hurri click link
Kicks Deals,474162,9,2,0,21027,"Sizes to 14 are available for the white/blue fusion-bright red adidas AlphaBOOST V1 for $90 + you can get FREE shipping.

BUY HERE -&gt; https://t.co/LG67iZmriF (promotion - use code SAVEBIG at checkout) https://t.co/cZWmFYkao6",Adidas,,size available white blue fusion bright red adidas alphaboost get free shipping buy gt promotion use code savebig checkout,size avail white blue fusion bright red adida alphaboost get free ship buy gt promot use code savebig checkout,size avail white blue fusion bright red adida alphaboost get free ship buy gt promot use code savebig checkout
Kicks Deals,474162,9,1,0,20965,"You can SAVE $60 on the white/red adidas Forum 84 Low AEC at $90 + FREE shipping is available.

BUY HERE -&gt; https://t.co/znkJxVqzY8 (promotion - use code SAVEBIG at checkout) https://t.co/CWvylXSJqH",Adidas,,save white red adidas forum low aec free shipping available buy gt promotion use code savebig checkout,save white red adida forum low aec free ship avail buy gt promot use code savebig checkout,save white red adida forum low aec free ship avail buy gt promot use code savebig checkout
Kicks Deals,474162,10,0,0,21728,"This white/off white makeup for the adidas UltraBOOST 1.0 is available for $122 + FREE shipping. Retail is $190.

BUY HERE -&gt; https://t.co/pOpaWJnjC5 (promotion - use code SAVEBIG at checkout) https://t.co/Ex0tup85eI",Adidas,,white white makeup adidas ultraboost available free shipping retail buy gt promotion use code savebig checkout,white white makeup adida ultraboost avail free ship retail buy gt promot use code savebig checkout,white white makeup adida ultraboost avail free ship retail buy gt promot use code savebig checkout
Kicks Deals,474162,6,0,0,20868,"🇲🇽⚽️ Nice size options for the adidas UltraBOOST DNA x Copa World Cup ""Mexico"" release are $70 OFF retail at $130 + FREE shipping.

BUY HERE -&gt; https://t.co/9V0PO0YuaV (promotion - use code SAVEBIG at checkout) https://t.co/wdE6xJGQZU",Adidas,,nice size option adidas ultraboost dna x copa world cup mexico release retail free shipping buy gt promotion use code savebig checkout,nice size option adida ultraboost dna x copa world cup mexico releas retail free ship buy gt promot use code savebig checkout,nice size option adida ultraboost dna x copa world cup mexico releas retail free ship buy gt promot use code savebig checkout
Richard Brooks,5136,8,0,2,420,"Calm after the storm ..😎☔️ 🌅
.
.
#itneverrainsinsoutherncalifornia #lifestyle #sunset #casual #fashionstyle #adidas #chill https://t.co/QCbxny5gzi",Adidas,itneverrainsinsoutherncalifornia lifestyle sunset casual fashionstyle adidas chill,calm storm,calm storm,calm storm
Fat Kid Deals,661028,2,1,0,14890,"adidas Men's Fold Beanie for $10.40, reg $26!

https://t.co/GNccqqLOO0 https://t.co/TprEyA69sd",Adidas,,adidas men fold beanie reg,adida men fold beani reg,adida men fold beani reg
Kevin Jorgeson,39510,51,1,2,9272,"Introducing 1 million kids to climbing, one new Boys and Girls Club wall at a time! Proud to open our latest program at the Kips Bay BGC in the Bronx in partnership with @adidas. Onward! https://t.co/iBxnWKuFx5",Adidas,,introducing million kid climbing one new boy girl club wall time proud open latest program kip bay bgc bronx partnership onward,introduc million kid climb one new boy girl club wall time proud open latest program kip bay bgc bronx partnership onward,introduc million kid climb one new boy girl club wall time proud open latest program kip bay bgc bronx partnership onward
HipHopDX,784599,72,13,37,33256,"Charlamagne Tha God says he’ll ""suck some dick"" if Kanye West reunites with adidas

⏩ WATCH: https://t.co/MOcqqG3Sye https://t.co/R6AQ8TCA4u",Adidas,,charlamagne tha god say hell suck dick kanye west reunites adidas watch,charlamagn tha god say hell suck dick kany west reunit adida watch,charlamagn tha god say hell suck dick kany west reunit adida watch
Kicks Deals,474162,13,0,0,19751,"The @theblackpanther adidas UltraBOOST 5.0 DNA is available in select sizes under 12 for $70 OFF retail at $130 + FREE shipping.

BUY HERE -&gt; https://t.co/x0pfm0Adr2 (promotion - use code SAVEBIG at checkout) https://t.co/T4O1ZajkSf",Adidas,,adidas ultraboost dna available select size retail free shipping buy gt promotion use code savebig checkout,adida ultraboost dna avail select size retail free ship buy gt promot use code savebig checkout,adida ultraboost dna avail select size retail free ship buy gt promot use code savebig checkout
MLS Communications,10911,458,71,29,90410,"MLS set a new record for weekly sales on https://t.co/3fnj2LvUc8 during the 2023 @MLS Jersey Launch Week. The record sales marked a 34% increase from the same window in 2022, per @Fanatics.

Below are the top five best-selling @adidas jerseys of MLS Jersey Launch Week. https://t.co/nTUcSUmq68",Adidas,,ml set new record weekly sale jersey launch week record sale marked increase window per top five best selling jersey ml jersey launch week,ml set new record weekli sale jersey launch week record sale mark increas window per top five best sell jersey ml jersey launch week,mls set new record week sale jersey launch week record sale mark increas window per top five best sell jersey mls jersey launch week
The Sole Supplier,268035,4,0,1,10641,"Attention Please: The Bodega x BEAMS x adidas Design Masterclass is in session 👌 

Link &gt; https://t.co/u3M89sCBJw https://t.co/jDDaxq3PTF",Adidas,,attention please bodega x beam x adidas design masterclass session link gt,attent pleas bodega x beam x adida design masterclass session link gt,attent pleas bodega x beam x adida design masterclass session link gt
Footwear News,28114,1,0,1,368,"The adidas Gazelle Is a Sneaker for the Ages — Here’s Everything You Need to Know About the Iconic Shoe.
https://t.co/cKQ8Qxlnet",Adidas,,adidas gazelle sneaker age here everything need know iconic shoe,adida gazel sneaker age here everyth need know icon shoe,adida gazell sneaker age here everyth need know icon shoe
jdsportsus,30067,5,0,0,1895,"Blurring the lines between performance, fashion and lifestyle, #JamesHarden finds his Why with his seventh signature silhouette, the #adidas Harden Vol. 7

Get your pair here 🔥 🏀. https://t.co/YURmVLxJih https://t.co/flZnaU2A9i",Adidas,jamesharden adidas,blurring line performance fashion lifestyle find seventh signature silhouette harden vol get pair,blur line perform fashion lifestyl find seventh signatur silhouett harden vol get pair,blur line perform fashion lifestyl find seventh signatur silhouett harden vol get pair
